PLAYER,SEASON_START_YEAR,POS,BODY.FAT..,HAND.LENGTH..inches.,HAND.WIDTH..inches.,HEIGHT.W.O.SHOES,HEIGHT.W..SHOES,STANDING.REACH,WEIGHT..LBS.,WINGSPAN
Russell Westbrook,2008,PG,4.8,NA,NA,188.595,191.76999999999998,254,192,202.565
Reggie Williams,2008,SG,5.3,NA,NA,191.135,193.04,261.62,199,206.375
Jeff Adrien,2009,PF,7.9,NA,NA,196.215,199.39,273.05,236.2,218.44000000000003
Jeff Ayres,2009,PF,5.5,NA,NA,205.105,208.28,271.78000000000003,239.6,215.9
Rodrigue Beaubois,2009,PG,7.9,NA,NA,186.055,188.595,254,182.4,207.64499999999998
DeJuan Blair,2009,PF,12,NA,NA,196.215,199.39,270.51,276.6,218.44000000000003
Derrick Brown,2009,SF-PF,8.6,NA,NA,201.93,204.47,273.05,224.6,219.71
Chase Budinger,2009,SF-SG,10,NA,NA,198.755,200.66,256.54,206.4,200.66
DeMarre Carroll,2009,PF-SF,6.3,NA,NA,198.755,202.565,266.7,207.2,208.28
Omri Casspi,2009,SF,8.6,NA,NA,202.565,206.375,270.51,211.2,206.375
Dionte Christmas,2009,SG,7.1,NA,NA,193.67499999999998,196.85,260.35,210.8,205.74
Earl Clark,2009,SF-PF,5.2,NA,NA,204.47,208.915,278.13,228.4,219.71
Darren Collison,2009,PG,5.7,NA,NA,183.515,186.69,245.11,166.2,190.5
Dante Cunningham,2009,PF,4.8,NA,NA,200.66,203.835,270.51,227.4,210.82
Stephen Curry,2009,PG-SG,5.7,NA,NA,187.96,191.135,246.38,181,191.76999999999998
Austin Daye,2009,SF-PF,5.5,NA,NA,207.64499999999998,210.185,279.4,191.8,220.34500000000003
DeMar DeRozan,2009,SG-SF,4.9,NA,NA,196.85,199.39,260.35,211.2,205.74
Toney Douglas,2009,PG,5.2,NA,NA,185.42,187.96,247.65,183.4,198.12
Wayne Ellington,2009,SG,5.5,NA,NA,193.67499999999998,196.215,254,202.4,199.39
Tyreke Evans,2009,PG-SG,7.1,NA,NA,193.04,196.215,264.16,220.6,211.45499999999998
Jonny Flynn,2009,PG,6.3,NA,NA,180.975,184.785,242.57000000000002,195.6,193.04
Taj Gibson,2009,PF,6.6,NA,NA,204.47,207.64499999999998,276.86,214.4,223.52
Danny Green,2009,SG-SF,5.6,NA,NA,196.215,199.39,261.62,208,208.28
Blake Griffin,2009,PF,8.2,NA,NA,204.47,208.28,266.7,248.4,211.45499999999998
Tyler Hansbrough,2009,PF,8.5,NA,NA,203.835,207.01,269.24,234.2,212.09
James Harden,2009,SG,10.1,NA,NA,193.04,196.215,262.89,222,210.185
Gerald Henderson,2009,SG-SF,4.4,NA,NA,193.04,195.57999999999998,260.35,214.6,208.915
Josh Heytvelt,2009,PF-C,10.8,NA,NA,208.28,210.82,274.32,246.2,216.53500000000003
Jordan Hill,2009,PF-C,6,NA,NA,206.375,208.915,274.32,232.4,217.17000000000002
Jrue Holiday,2009,PG-SG,6.3,NA,NA,191.135,193.67499999999998,255.27,199,200.66
Joe Ingles,2009,SF,10.1,NA,NA,202.565,203.835,266.7,209.2,208.915
James Johnson,2009,SF-PF,12,NA,NA,200.66,202.565,267.97,257.2,215.26500000000001
Ty Lawson,2009,PG,6.6,NA,NA,180.975,184.15,240.03000000000003,196.6,184.785
Eric Maynor,2009,PG,5.4,NA,NA,188.595,191.135,246.38,163.6,189.23
Jack McClinton,2009,SG-PG,6.2,NA,NA,182.245,184.785,243.84,185.2,189.23
Jerel McNeal,2009,SG,5.4,NA,NA,186.69,190.5,252.73000000000002,190.4,201.295
Jodie Meeks,2009,SG,8,NA,NA,190.5,193.04,248.92000000000002,211.4,194.31
Patty Mills,2009,PG,6.9,NA,NA,180.975,184.15,241.3,175.4,187.96
Byron Mullens,2009,C,8.5,NA,NA,212.725,216.53500000000003,281.94,258.2,217.17000000000002
A.J. Price,2009,PG,12.4,NA,NA,184.15,187.96,246.38,192.8,192.405
Tyler Smith,2009,SF,7,NA,NA,196.215,198.12,265.43,212,207.64499999999998
DaJuan Summers,2009,SF,6.6,NA,NA,201.295,204.47,270.51,243,215.26500000000001
Jermaine Taylor,2009,SG,5.8,NA,NA,191.76999999999998,194.945,256.54,207.4,205.105
Jeff Teague,2009,PG,4.5,NA,NA,183.515,186.69,250.19,175.2,201.93
Hasheem Thabeet,2009,C,6.7,NA,NA,216.53500000000003,219.71,287.02,267.2,229.235
Marcus Thornton,2009,SG,4.8,NA,NA,189.865,192.405,251.46,194.4,195.57999999999998
Terrence Williams,2009,SG-SF,5.1,NA,NA,195.57999999999998,198.755,262.89,213.2,205.74
Sam Young,2009,SF-SG,4.9,NA,NA,196.215,200.025,267.97,222.8,210.185
Solomon Alabi,2010,C,5,23.495,23.495,212.09,215.26500000000001,287.02,237.4,226.06
Cole Aldrich,2010,C,8.5,22.86,23.495,205.74,211.45499999999998,283.21,236,225.425
Al-Farouq Aminu,2010,SF,8.2,24.13,24.13,201.295,204.47,275.59,216,221.615
James Anderson,2010,SF,7.9,21.59,18.415,194.945,197.48499999999999,264.16,207.6,204.47
Luke Babbitt,2010,SF-PF,5.6,21.59,25.4,201.93,205.105,265.43,217.8,211.45499999999998
Eric Bledsoe,2010,PG,5.6,21.59,24.765,183.515,186.69,248.92000000000002,191.6,201.93
Trevor Booker,2010,PF,7.3,22.86,24.13,198.755,201.93,269.24,235.8,207.64499999999998
Craig Brackins,2010,PF-SF,7.9,24.13,28.575,204.47,207.64499999999998,276.86,229,213.36
Avery Bradley,2010,SG-PG,4,20.955000000000002,24.13,187.96,191.135,250.19,180.4,201.295
Derrick Caracter,2010,PF,12.8,22.86,26.035,203.835,207.01,273.05,280,213.995
Sherron Collins,2010,PG,9.2,21.59,24.13,178.435,182.245,238.76000000000002,217.2,189.23
DeMarcus Cousins,2010,C,16.4,23.495,25.4,207.01,210.185,287.02,291.8,227.965
Jordan Crawford,2010,SG,4.9,20.32,22.86,190.5,194.31,256.54,198.4,200.66
Ed Davis,2010,PF,10,23.495,25.4,205.74,207.64499999999998,274.32,226.6,213.36
Devin Ebanks,2010,SF,7.9,20.955000000000002,22.86,200.66,203.835,273.05,207.8,213.995
Derrick Favors,2010,PF,6.5,22.225,23.495,205.105,208.915,279.4,245.2,223.52
Keith Gallon,2010,PF-C,15.1,23.495,26.67,204.47,207.01,278.13,301.8,224.79000000000002
Charles Garcia,2010,SF,7,22.225,22.86,203.835,206.375,273.05,231.6,217.805
Paul George,2010,SF,5,21.59,22.86,202.565,205.105,271.78000000000003,214.4,211.45499999999998
Luke Harangody,2010,PF,11.1,22.225,24.765,198.12,202.565,269.24,240.2,207.01
Manny Harris,2010,SG,3.8,21.59,22.86,193.04,196.85,259.08,185.1,201.295
Lazar Hayward,2010,SG-SF,7.5,23.495,24.13,194.31,197.48499999999999,259.08,225.8,215.26500000000001
Gordon Hayward,2010,SF,6.9,21.59,23.495,200.025,203.2,261.62,211,202.565
Xavier Henry,2010,SG,4.7,22.225,25.4,196.215,199.39,266.7,210.2,211.45499999999998
Darington Hobson,2010,SG-SF,6.2,20.955000000000002,22.86,196.215,199.39,265.43,203.6,206.375
Damion James,2010,SF,9.6,23.495,21.59,198.755,202.565,271.78000000000003,226.6,215.26500000000001
Wesley Johnson,2010,SF,4.6,22.86,24.13,198.755,201.295,269.24,206.4,215.9
Armon Johnson,2010,PG-SG,5.6,20.955000000000002,23.495,187.96,191.135,252.73000000000002,195.2,203.2
Dominique Jones,2010,SG,5.9,22.86,26.035,191.135,195.57999999999998,256.54,216,206.375
Jerome Jordan,2010,C,6.9,22.86,26.035,212.09,215.26500000000001,287.02,244.2,226.69500000000002
Sylven Landesberg,2010,SG,11.6,22.225,27.305,194.945,198.755,255.27,210,205.74
Gani Lawal,2010,PF,6.3,21.59,25.4,201.93,205.74,273.05,233.4,213.36
Greg Monroe,2010,PF-C,11.2,22.225,24.13,207.64499999999998,210.82,275.59,246.6,219.07500000000002
Daniel Orton,2010,C,13.8,21.59,24.765,205.105,207.01,280.67,269.2,224.155
Artsiom Parakhouski,2010,C,6,22.86,26.67,208.915,212.725,278.13,268.2,215.9
Patrick Patterson,2010,PF,5.3,23.495,26.035,203.2,206.375,271.78000000000003,239.6,216.53500000000003
Dexter Pittman,2010,PF-C,20.8,26.035,26.67,207.01,212.09,281.94,302.6,228.60000000000002
Andy Rautins,2010,SG,6.2,20.32,24.765,193.67499999999998,195.57999999999998,254,191.6,200.66
Ryan Richards,2010,PF,8,22.86,24.765,209.55,212.725,279.4,230.2,217.17000000000002
Stanley Robinson,2010,SF,8.3,22.86,22.86,199.39,202.565,273.05,213.2,213.36
Larry Sanders,2010,PF-C,4.6,24.765,27.94,206.375,209.55,284.48,222.4,227.965
Jon Scheyer,2010,PG-SG,5.4,19.685,24.13,194.945,198.12,251.46,180,191.135
Lance Stephenson,2010,SG,9.3,22.86,26.035,194.31,197.48499999999999,261.62,227,209.55
Mikhail Torrance,2010,PG,7,22.225,24.13,193.04,195.57999999999998,261.62,208.8,201.93
Evan Turner,2010,SG,8.6,22.225,24.13,197.48499999999999,200.66,262.89,213.8,203.2
Ekpe Udoh,2010,PF,8,24.13,22.225,205.105,207.64499999999998,270.51,237.4,224.79000000000002
Jarvis Varnado,2010,PF-C,9.5,23.495,24.13,203.835,208.28,278.13,210.2,222.25
Greivis Vasquez,2010,PG-SG,8.6,19.685,23.495,195.57999999999998,199.39,256.54,210.8,200.66
John Wall,2010,PG,5.6,20.955000000000002,24.13,189.865,193.04,257.81,195.6,206.375
Willie Warren,2010,SG-PG,7.6,21.59,24.13,189.23,192.405,252.73000000000002,208.4,198.12
Terrico White,2010,SG-PG,3.7,22.86,26.67,192.405,195.57999999999998,256.54,202.6,205.74
Hassan Whiteside,2010,C-PF,5.5,20.955000000000002,26.035,209.55,212.09,287.02,226.6,231.14000000000001
Keith Benson,2011,C-PF,6.1,24.13,27.94,208.28,210.82,278.13,217,222.88500000000002
Marshon Brooks,2011,SG,5.2,22.86,26.67,193.67499999999998,196.215,256.54,194.6,215.9
Alec Burks,2011,SG,5.1,22.86,20.955000000000002,195.57999999999998,198.12,262.89,192.6,208.28
Jimmy Butler,2011,SF,5.4,22.86,22.86,198.12,202.565,257.81,222.2,201.93
Norris Cole,2011,PG,4.7,21.59,24.13,183.515,187.325,242.57000000000002,174.4,188.595
Jon Diebler,2011,SG,8.5,20.955000000000002,20.955000000000002,196.215,199.39,251.46,196.6,198.12
Michael Dunigan,2011,PF-C,8,22.86,27.305,204.47,208.28,273.05,237.6,221.615
LaceDarius Dunn,2011,SG,5.5,22.86,26.035,190.5,193.04,256.54,187.8,198.755
Kenneth Faried,2011,PF,6.3,21.59,26.035,198.12,201.93,274.32,224.6,213.36
James Fredette,2011,PG,7.7,20.32,21.59,184.785,189.23,245.11,196,194.31
Andrew Goudelock,2011,PG,9.9,20.955000000000002,23.495,186.055,189.865,245.11,197.6,193.67499999999998
Jordan Hamilton,2011,SF,9.8,22.86,23.495,200.025,204.47,264.16,228.4,207.01
Justin Harper,2011,PF-SF,4,22.86,23.495,203.2,205.105,269.24,228,212.725
Tobias Harris,2011,SF-PF,8.4,22.225,22.86,199.39,202.565,262.89,222.8,210.82
Tyler Honeycutt,2011,SF,5.3,21.59,24.13,200.025,203.835,266.7,186.8,205.74
Scotty Hopson,2011,SG,4.8,21.59,25.4,197.48499999999999,199.39,262.89,204.6,209.55
Kyrie Irving,2011,PG,10.2,20.955000000000002,23.495,187.325,191.76999999999998,251.46,191,193.04
Rick Jackson,2011,PF,8.3,22.225,24.13,203.835,206.375,270.51,241.8,218.44000000000003
Charles Jenkins,2011,PG-SG,4.3,21.59,22.86,186.69,191.135,245.11,216.4,201.93
JaJuan Johnson,2011,PF,7.5,22.86,25.4,205.74,208.28,273.05,219.8,218.44000000000003
Cory Joseph,2011,PG,9.7,21.59,26.67,187.96,191.135,251.46,186.2,196.85
Enes Kanter,2011,PF-C,5.9,24.13,27.305,207.64499999999998,211.45499999999998,278.13,259.2,217.17000000000002
Brandon Knight,2011,PG,4.2,20.955000000000002,24.13,186.69,191.135,250.19,176.8,200.025
Malcolm Lee,2011,SG,5.9,21.59,24.13,193.04,196.85,257.81,198.2,207.64499999999998
Kawhi Leonard,2011,SF,5.4,24.765,28.575,198.12,200.66,269.24,227.4,220.98000000000002
Travis Leslie,2011,SG,8.1,22.225,23.495,190.5,193.67499999999998,261.62,205,209.55
Jon Leuer,2011,PF,5.4,22.225,24.765,208.28,212.09,267.97,223.2,213.36
DeAndre Liggins,2011,SF-SG,5,22.225,25.4,195.57999999999998,198.755,262.89,202.2,210.82
David Lighty,2011,SG,6.5,22.86,25.4,194.945,199.39,256.54,216.2,203.2
Shelvin Mack,2011,PG,7.1,20.955000000000002,23.495,185.42,189.23,245.11,209,201.93
Demetri McCamey,2011,PG,6.1,21.59,22.86,187.325,191.135,252.73000000000002,204,198.755
E'Twaun Moore,2011,SG,7.6,22.86,25.4,189.23,193.04,252.73000000000002,191.4,207.01
Marcus Morris,2011,PF-SF,8,20.955000000000002,21.59,200.66,205.105,267.97,229.6,208.28
Markieff Morris,2011,PF,10.2,21.59,20.955000000000002,202.565,206.375,270.51,240.8,210.185
Darius Morris,2011,PG-SG,5.3,22.225,25.4,191.135,196.215,259.08,190,201.93
Chandler Parsons,2011,SF,7,20.955000000000002,25.4,205.105,207.64499999999998,265.43,221.2,207.01
Jereme Richmond,2011,SF,5.5,22.225,24.13,198.12,201.295,270.51,207.2,208.915
Josh Selby,2011,SG-PG,7.9,21.59,22.86,187.325,190.5,248.92000000000002,194.6,196.215
Iman Shumpert,2011,PG-SG,6.5,22.86,22.86,193.67499999999998,196.85,252.73000000000002,221.8,207.01
Kyle Singler,2011,SF,10,20.955000000000002,22.225,201.93,204.47,269.24,228,208.534
Chris Singleton,2011,SF,7.4,23.495,25.4,202.565,205.74,262.89,230.2,215.9
Jamie Skeen,2011,PF,9.8,21.59,21.59,199.39,203.2,270.51,241.6,216.53500000000003
Nolan Smith,2011,PG,5.6,21.59,23.495,186.69,191.76999999999998,251.46,187.6,196.85
Gregory Smith,2011,PF-C,7.4,24.765,30.48,203.2,206.375,270.51,252.8,219.71
Malcolm Thomas,2011,PF,5.9,24.13,26.67,201.93,205.105,273.05,223,214.63000000000002
Isaiah Thomas,2011,PG,6.7,20.955000000000002,22.86,174.625,178.435,232.41000000000003,186,187.325
Trey Thompkins,2011,PF,15.5,23.495,24.765,204.47,207.64499999999998,273.05,239,215.9
Tristan Thompson,2011,PF,6.2,22.225,23.495,201.93,205.105,275.59,227.4,216.53500000000003
Klay Thompson,2011,SG,8,22.225,23.495,197.48499999999999,201.295,262.89,205.6,205.74
Jeremy Tyler,2011,PF-C,13.4,23.495,22.86,205.74,209.55,280.67,262.4,226.06
Nikola Vucevic,2011,PF-C,6.1,23.495,26.035,208.915,212.725,285.75,259.8,224.79000000000002
Kemba Walker,2011,PG,5.9,20.32,22.86,181.61,185.42,232.41000000000003,184,191.76999999999998
Jordan Williams,2011,PF,12.1,23.495,25.4,202.565,205.74,270.51,247.2,213.995
Derrick Williams,2011,PF-SF,10.8,22.86,24.765,201.295,205.105,274.32,248.4,217.17000000000002
Quincy Acy,2012,PF,7.1,24.13,27.94,199.39,202.565,270.51,223.8,220.34500000000003
Harrison Barnes,2012,SF-SG,9.6,22.86,21.59,200.66,203.2,257.81,227.8,211.45499999999998
Will Barton,2012,SG-SF,4.1,22.86,24.13,195.57999999999998,198.12,260.35,174.4,207.64499999999998
Bradley Beal,2012,SG,6,21.59,22.86,191.135,194.945,254,201.8,203.2
J'Covan Brown,2012,PG,12.5,19.685,20.955000000000002,185.42,188.595,243.84,202.4,196.215
William Buford,2012,SG-SF,11.3,22.225,25.4,193.04,195.57999999999998,259.08,214.6,207.01
Jae Crowder,2012,SF,9,24.13,26.67,194.945,199.39,252.73000000000002,241.2,206.375
Jared Cunningham,2012,SG-PG,3.6,20.955000000000002,22.86,191.76999999999998,195.57999999999998,248.92000000000002,187.6,199.39
Anthony Davis,2012,PF-C,7.9,22.86,21.59,206.375,209.55,274.32,221.8,227.33
Marcus Denmon,2012,SG,6.6,20.955000000000002,24.765,188.595,191.135,240.03000000000003,188.2,195.57999999999998
Andre Drummond,2012,C,7.5,24.13,24.13,207.64499999999998,212.725,278.13,278.6,229.235
Kim English,2012,SG,4.3,21.59,22.225,194.31,197.48499999999999,248.92000000000002,192,199.39
Festus Ezeli,2012,C-PF,5.5,22.86,27.305,207.64499999999998,212.09,274.32,264.2,227.965
Drew Gordon,2012,PF,9.1,21.59,24.765,203.2,205.105,262.89,239,212.09
JaMychal Green,2012,PF,9.8,23.495,23.495,203.2,205.74,270.51,217.4,219.07500000000002
Draymond Green,2012,PF-SF,11.3,22.86,24.13,197.48499999999999,201.93,266.7,235.6,216.53500000000003
Maurice Harkless,2012,SF,5.3,23.495,26.035,201.295,205.105,260.35,206.6,213.36
John Henson,2012,PF,8.6,23.495,25.4,205.74,209.55,284.48,216,226.06
Tu Holloway,2012,PG,8.5,22.225,25.4,179.07,182.245,240.03000000000003,186.8,196.85
Robbie Hummel,2012,SF,9.4,21.59,24.13,201.295,204.47,259.08,218,204.47
Bernard James,2012,PF,5,22.86,23.495,205.105,208.28,275.59,229.8,220.98000000000002
John Jenkins,2012,SG,7.1,22.86,22.86,191.135,193.67499999999998,248.92000000000002,212,204.47
Orlando Johnson,2012,SG,7,22.86,24.13,192.405,196.215,251.46,223.8,211.45499999999998
Darius Johnson-Odom,2012,SG,7,22.225,22.225,186.69,190.5,243.84,212,200.66
Terrence Jones,2012,PF-SF,7.7,22.86,25.4,203.835,207.01,271.78000000000003,252,219.07500000000002
Kevin Jones,2012,PF,11.2,22.86,19.685,198.755,201.93,266.7,251.2,217.17000000000002
Perry Jones,2012,PF-SF,4.6,23.495,24.13,208.915,211.45499999999998,271.78000000000003,233.8,217.805
Kris Joseph,2012,SG,8.6,22.86,22.86,198.12,200.66,264.16,215,210.82
Michael Kidd-Gilchrist,2012,SF,7,22.86,26.035,197.48499999999999,201.93,265.43,232.8,213.36
Doron Lamb,2012,SG-PG,6.7,21.59,22.225,191.135,194.945,250.19,199.4,200.025
Jeremy Lamb,2012,SG,4.5,22.225,23.495,193.04,196.215,259.08,179.2,210.82
Meyers Leonard,2012,C,5.7,23.495,27.94,212.725,216.53500000000003,274.32,249.8,220.98000000000002
Damian Lillard,2012,PG,5.9,22.225,24.765,187.325,189.865,242.57000000000002,188.8,202.565
Scott Machado,2012,PG,5.8,21.59,24.13,185.42,187.96,240.03000000000003,205.8,193.04
Kendall Marshall,2012,PG,7.8,21.59,22.86,191.135,193.67499999999998,243.84,198.4,196.85
Fab Melo,2012,C,9.2,22.86,25.4,210.185,213.36,279.4,255,219.71
Khris Middleton,2012,SF,7.8,22.86,22.86,200.025,203.835,261.62,216.2,210.185
Darius Miller,2012,SF-SG,7.5,21.59,22.225,198.12,201.93,256.54,233.4,205.74
Quincy Miller,2012,SF,7.8,23.495,26.035,205.105,208.28,266.7,218.7,216.53500000000003
Tony Mitchell,2012,SG,5.7,21.59,25.4,196.215,198.755,254,216.4,208.28
Arnett Moultrie,2012,PF,7.7,23.495,23.495,207.01,210.185,270.51,232.8,219.07500000000002
Kevin Murphy,2012,SG,5.8,21.59,21.59,195.57999999999998,198.755,251.46,194,200.025
Andrew Nicholson,2012,PF,7.6,25.4,27.305,204.47,207.01,271.78000000000003,234,223.52
Kyle O'Quinn,2012,PF,8,24.13,25.4,204.47,208.28,270.51,240.8,225.425
Miles Plumlee,2012,PF-C,11.4,23.495,22.86,209.55,212.725,267.97,252.4,215.26500000000001
Austin Rivers,2012,SG-PG,6.2,21.59,25.4,191.76999999999998,195.57999999999998,245.11,202.8,201.295
Thomas Robinson,2012,PF,5,24.765,26.67,202.565,205.105,269.24,244.2,221.615
Terrence Ross,2012,SG-SF,3.2,22.225,26.035,198.12,200.66,255.27,196.6,201.295
Tomas Satoransky,2012,PG-SG,5.2,21.59,24.13,199.39,201.93,254,200.6,201.295
Mike Scott,2012,PF,10.6,21.59,22.86,201.295,205.105,264.16,240.8,210.185
Henry Sims,2012,C-PF,7.7,23.495,25.4,208.28,212.725,274.32,241.2,223.52
Jared Sullinger,2012,PF,10.7,23.495,24.765,202.565,205.74,267.97,268.2,216.53500000000003
Tyshawn Taylor,2012,PG,4.2,22.225,22.225,189.865,193.04,247.65,177,198.755
Jordan Taylor,2012,PG,5.5,20.955000000000002,24.13,185.42,187.96,234.95000000000002,192.8,190.5
Jeff Taylor,2012,SF-SG,4.2,20.955000000000002,24.765,198.12,201.295,257.81,212.8,198.755
Marquis Teague,2012,PG,6.3,20.955000000000002,19.685,185.42,187.96,245.11,179.8,201.295
Hollis Thompson,2012,SF,6,20.955000000000002,24.765,200.025,203.2,260.35,206,207.01
Dion Waiters,2012,SG,8.5,21.59,24.13,189.23,193.04,248.92000000000002,221,201.295
Royce White,2012,PF,10.6,24.13,29.21,200.66,203.2,265.43,260.6,213.36
Tony Wroten,2012,PG,5.2,20.32,22.86,194.945,198.12,256.54,203.2,205.74
Tyler Zeller,2012,PF-C,6.4,22.86,24.765,211.45499999999998,214.63000000000002,265.43,247.4,213.36
Steven Adams,2013,C,6.65,24.13,27.94,210.185,213.36,278.13,254.5,224.79000000000002
Vander Blue,2013,SG,4.6,21.59,24.13,191.76999999999998,196.215,255.27,197.4,198.12
Lorenzo Brown,2013,PG,3.95,20.955000000000002,21.59,193.04,196.215,254,189.2,200.66
Reggie Bullock,2013,SG-SF,6.95,21.59,22.86,197.48499999999999,200.66,259.08,199.8,205.105
Trey Burke,2013,PG,6.9,20.955000000000002,22.225,182.245,186.055,247.65,187,196.85
Kentavious Caldwell-Pope,2013,SG,6.45,21.59,22.86,194.31,196.85,255.27,203.6,203.2
Isaiah Canaan,2013,PG,5.9,20.955000000000002,24.13,180.34,182.88,240.03000000000003,188.4,194.31
Jackie Carmichael,2013,PF,5.8,22.86,26.035,201.93,205.74,271.78000000000003,241.2,217.17000000000002
Michael Carter-Williams,2013,PG,4.4,19.05,21.59,194.945,197.48499999999999,256.54,184.4,201.295
Will Clyburn,2013,SF-SG,6.85,23.495,26.035,197.48499999999999,200.66,266.7,210.4,213.995
Robert Covington,2013,SF-PF,4.7,22.86,21.59,198.755,201.93,269.24,208.6,217.805
Allen Crabbe,2013,SG,4.65,20.955000000000002,21.59,196.215,198.755,262.89,197.4,211.45499999999998
Seth Curry,2013,SG,9.6,20.32,20.955000000000002,185.42,190.5,247.65,179.2,193.04
Brandon Davies,2013,PF,8.6,22.86,27.94,204.47,208.915,275.59,241.8,217.17000000000002
Dewayne Dedmon,2013,C,8.35,22.86,27.94,208.28,212.09,276.86,238.8,223.52
Gorgui Dieng,2013,C,5.35,22.86,25.4,207.64499999999998,210.185,283.21,229.6,222.25
James Ennis,2013,SF,4.5,21.59,22.225,197.48499999999999,200.66,265.43,200.8,212.09
Carrick Felix,2013,SF-SG,3.3,21.59,24.13,194.945,198.755,262.89,202.6,206.375
Jamaal Franklin,2013,SG-SF,8.25,21.59,20.955000000000002,193.04,196.215,262.89,190.8,211.45499999999998
Rudy Gobert,2013,C,4.4,24.765,25.4,214.63000000000002,218.44000000000003,292.1,237.6,234.95000000000002
Archie Goodwin,2013,SG,4.55,21.59,22.86,192.405,196.215,259.08,189,207.01
Erick Green,2013,PG,4.35,21.59,22.86,186.69,190.5,248.92000000000002,178.2,197.48499999999999
Tim Hardaway Jr.,2013,SG,6.05,20.32,23.495,194.31,198.755,256.54,199.4,200.66
Solomon Hill,2013,SF,7.6,22.86,26.67,196.85,200.66,261.62,226,205.74
Richard Howell,2013,PF,8.75,22.225,24.13,198.755,201.93,267.97,249.6,208.915
Colton Iverson,2013,C,9.6,23.495,24.13,209.55,213.36,279.4,262.8,218.44000000000003
Pierre Jackson,2013,PG,4.5,19.05,20.955000000000002,176.53,179.07,228.60000000000002,176,177.8
Grant Jerrett,2013,PF,10.05,21.59,23.495,205.105,208.915,276.86,232,218.44000000000003
Myck Kabongo,2013,PG,6,20.955000000000002,22.86,186.055,189.865,248.92000000000002,180.4,198.755
Kenny Kadji,2013,PF-C,7.45,22.86,26.035,205.105,208.28,270.51,241.6,220.98000000000002
Ryan Kelly,2013,PF,14.75,22.86,25.4,207.64499999999998,212.725,279.4,228,212.09
Shane Larkin,2013,PG,3.8,19.05,22.225,178.435,181.61,227.33,170.8,179.705
Ricky Ledo,2013,SG,10.25,21.59,23.495,194.945,198.12,260.35,197.2,201.295
Alex Len,2013,C,6.4,22.86,27.305,NA,NA,NA,NA,222.25
CJ Leslie,2013,PF-SF,7.95,22.225,22.86,201.93,205.105,265.43,209.2,219.07500000000002
Trevor Mbakwe,2013,PF,5.9,24.13,29.21,200.025,203.2,270.51,235.8,223.52
Ray McCallum,2013,PG,7.3,20.32,22.225,183.515,187.325,245.11,191.4,191.135
CJ McCollum,2013,PG-SG,8.6,20.32,24.13,188.595,191.135,245.11,197,198.755
Ben McLemore,2013,SG,5,22.225,24.13,191.76999999999998,194.945,255.27,189.2,202.565
Tony Mitchell,2013,PF-SF,5.55,22.86,25.4,201.93,205.105,270.51,236.4,219.71
Shabazz Muhammad,2013,SF-SG,9,22.86,25.4,194.945,198.755,265.43,221.8,210.82
Erik Murphy,2013,PF,7.95,22.225,24.765,205.105,207.01,274.32,239.8,209.55
Mike Muscala,2013,C-PF,6.8,21.59,22.86,208.915,212.09,274.32,230.2,215.9
Nerlens Noel,2013,C,4.15,24.13,25.4,208.28,212.725,279.4,206.4,222.88500000000002
Victor Oladipo,2013,SG,6.55,22.225,23.495,191.135,193.67499999999998,255.27,213.2,206.375
Kelly Olynyk,2013,PF-C,6.65,21.59,25.4,210.185,213.36,274.32,234,207.64499999999998
Brandon Paul,2013,SG,5.25,21.59,24.13,189.865,193.04,248.92000000000002,201,208.915
Norvel Pelle,2013,PF-C,5.15,22.225,24.13,207.01,209.55,276.86,207.2,219.71
Mason Plumlee,2013,C-PF,6.15,24.765,24.13,211.45499999999998,214.63000000000002,274.32,238.2,210.82
Otto Porter,2013,SF,6.65,22.225,23.495,201.93,204.47,267.97,197.6,217.17000000000002
Phil Pressey,2013,PG,4.7,19.685,24.765,176.53,181.61,233.68,177,188.595
Glen Rice,2013,SF-SG,8.45,21.59,22.86,194.31,197.48499999999999,257.81,210.8,206.375
Andre Roberson,2013,PF-SF,7.05,22.225,24.13,198.755,200.66,265.43,205.8,210.82
Dennis Schroder,2013,PG,4.1,22.225,26.67,185.42,187.96,248.92000000000002,164.8,202.565
Peyton Siva,2013,PG,6.05,20.32,24.765,181.61,185.42,236.22000000000003,180.6,190.5
Tony Snell,2013,SF-SG,4.85,22.86,24.13,198.12,201.295,267.97,198.2,212.09
James Southerland,2013,SF-PF,8.05,20.32,24.13,200.66,203.2,269.24,220.6,215.9
Adonis Thomas,2013,SF,7.5,23.495,24.13,194.945,197.48499999999999,251.46,231.8,215.9
Deshaun Thomas,2013,SF,9.1,20.32,22.225,195.57999999999998,200.66,264.16,219.8,208.28
Jeff Withey,2013,C,8.65,22.86,24.765,210.185,214.63000000000002,280.67,221.8,218.44000000000003
Nate Wolters,2013,PG,5.5,20.955000000000002,22.225,191.76999999999998,194.945,248.92000000000002,196.4,192.405
BJ Young,2013,SG-PG,4.7,21.59,24.13,188.595,191.76999999999998,251.46,178.8,203.835
Cody Zeller,2013,C-PF,4.75,21.59,26.67,210.185,213.995,269.24,230,210.185
Jordan Adams,2014,SG,10.8,21.59,19.05,191.76999999999998,194.945,259.08,208.8,208.28
Kyle Anderson,2014,SF,13.35,20.955000000000002,22.225,201.93,204.47,273.05,230.1,220.34500000000003
